DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,10616222.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,10904868.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,11318040.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,11694023.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,12084516.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,11565084.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,12560309.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,13690316.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,14663651.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024,15231314.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1995,5689554.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1996,5927397.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1997,6064106.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1998,6306933.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),1999,6605113.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2000,6950574.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2001,7275627.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2002,7519107.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2003,7735516.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2004,8059841.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2005,8349047.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2006,8788081.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2007,9254490.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2008,9469702.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2009,9151133.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2010,9407995.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2011,9672920.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2012,9697149.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2013,9799409.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2014,10034221.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2015,10386990.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2016,10667847.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2017,11064998.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2018,11422259.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2019,11796539.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2020,11279941.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2021,12243569.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2022,13336384.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2023,14191291.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 12 countries (2001-2006),2024,14730739.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1995,5744018.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1996,5987410.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1997,6132692.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1998,6381157.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),1999,6682072.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2000,7036943.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2001,7368518.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2002,7619737.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2003,7844564.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2004,8180124.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2005,8482932.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2006,8940638.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2007,9436179.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2008,9671413.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2009,9335494.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2010,9599073.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2011,9875054.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2012,9906383.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2013,10012297.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2014,10254052.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2015,10616222.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2016,10904868.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2017,11318040.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2018,11694023.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2019,12084516.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2020,11565084.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2021,12560309.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2022,13690316.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2023,14584465.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area - 19 countries  (2015-2022),2024,15145409.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1995,5761538.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1996,6006586.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1997,6153972.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1998,6404093.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),1999,6704260.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2000,7060575.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2001,7394454.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2002,7648498.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2003,7875580.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2004,8213927.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2005,8519767.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2006,8981259.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2007,9480602.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2008,9719969.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2009,9381356.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2010,9645057.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2011,9920813.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2012,9951251.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2013,10057096.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2014,10298332.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2015,10661709.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2016,10952442.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2017,11368245.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2018,11747059.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2019,12140284.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2020,11615802.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2021,12618699.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2022,13757926.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2023,14663651.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Euro area – 20 countries (from 2023),2024,15231314.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,1995,2988.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,1996,3770.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,1997,4553.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,1998,5067.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,1999,5406.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2000,6171.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2001,6982.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2002,7824.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2003,8746.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2004,9779.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2005,11345.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2006,13571.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2007,16402.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2008,16618.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2009,14132.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2010,14741.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2011,16741.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2012,18086.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2013,19163.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2014,20365.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2015,21010.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2016,22189.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2017,24316.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2018,26438.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2019,28472.1,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2020,27859.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2021,31453.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2022,36300.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2023,38353.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Estonia,2024,39847.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,1995,103206.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,1996,112262.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,1997,122477.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,1998,124754.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,1999,134588.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2000,137827.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2001,147438.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2002,158902.3,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2003,174096.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2004,188905.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2005,194773.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2006,214298.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2007,229282.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2008,238735.4,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2009,234322.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2010,223590.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2011,203475.0,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2012,185899.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2013,178113.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2014,176071.8,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2015,175362.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2016,174448.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2017,177378.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2018,180615.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2019,185181.2,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2020,167539.5,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2021,184574.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2022,207008.7,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2023,224686.2,p,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Greece,2024,236736.0,p,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,1995,469819.9,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,1996,506096.6,,
ESTAT:NAMA_10_GDP(1.0),17/11/25 23:00:00,Annual,"Current prices, million euro",Gross domestic product at market prices,Spain,1997,520533.1,,
