Country,Year,GDP,Consumption,Public_Consumption,Public_Investment,Private_Investment,Debt,Taxes,Wages,Private_Capital,Public_Capital,DebttoGDP
Belgium,1999,319616.4195641851,163674.22044003586,68020.89378990134,7512.6629029705055,70847.8868780668,368846.35677729116,159323.58993299212,162196.3541391864,700333.5635922566,139363.69924021818,0.8748918481137199
Belgium,2000,331492.6299456943,170511.76622704935,69746.7028704422,7884.6651150762855,74609.25782260149,363805.01680889574,163488.88026894233,166231.7041634342,716535.0848590768,141002.76028655592,0.8487874980692451
Belgium,2001,335139.9084604364,172688.3724468449,71430.40077085949,7108.009077884701,75038.73315329707,363552.0393544052,166270.3333206547,172060.90804204225,734523.1794279064,142806.6884242659,0.8555961040785762
Belgium,2002,340858.3332293837,172484.06451532425,75462.222610301,7037.5590953883775,70545.48629735428,359860.29164119903,169951.47629323788,177111.2802025771,752754.2474737867,143814.77759514662,0.8463610006737274
Belgium,2003,344397.06062461727,173046.66258420085,77435.51745254133,7214.329454990814,70581.38395590936,350739.62033067975,169385.5480710349,177181.38395590938,766557.3991665443,144703.8459344863,0.8315370040632973
Belgium,2004,356698.71294148755,175768.44964128203,79177.17183613138,7181.450013819956,76554.144184202,346750.7480802279,175068.43882566429,178879.14148029758,778851.3218891849,145673.66354012775,0.8089227393633238
Belgium,2005,364977.69197264174,179603.51748737445,80638.1626190448,7535.993030948709,80856.76951510941,347610.86324414046,179375.4929544304,181272.32274241585,795928.8752736957,146643.8077110861,0.809049447389607
Belgium,2006,374292.3415178828,183604.42495194025,82115.2053044169,7150.487504460637,83562.40862888651,342565.5281969817,183511.6437015805,185784.89944860773,815447.1867168226,147859.7656431675,0.7950739755806139
Belgium,2007,388055.08814328787,188893.49399767356,83881.57969034094,7699.127037007757,90389.7277213746,339472.26959084795,188708.73753515002,192103.35520446303,835344.0982101632,148447.52801020764,0.7746304820747637
Belgium,2008,389790.55618967407,193797.3603430889,88350.49147264486,7951.329247886169,94010.23947517147,363171.9101497135,193647.8684382584,199058.27857134942,858833.6018968031,149421.8953964985,0.840766136572402
Belgium,2009,382361.5631597467,194088.23011963407,92254.90411681915,8632.235221674877,86222.73047149893,381903.0392329346,187673.40341308937,199034.24085151302,882799.2290581228,150632.27581616896,0.9083494092079915
Belgium,2010,392724.2061561416,201559.03690008976,93241.43448693416,8801.530926664722,86156.790243586,393924.405090115,195456.19668515454,199892.31617527813,895862.705841269,152188.76830922905,0.9277566655902504
Belgium,2011,400305.8743949098,203601.36977614305,95540.40628236836,9484.325786881433,91229.73344325364,411710.6347897774,202497.7276090219,204281.07891009786,910899.8140868361,154239.38725637767,0.9730956374018009
Belgium,2012,401169.48118426907,206563.32406076463,97011.09605898595,9922.544751346937,91561.41094714637,418711.69894830463,208193.19345198086,206669.0106617305,921415.2880727407,155544.59615103577,1.009295120866929
Belgium,2013,402398.69067770685,208508.14757408277,97398.79264984807,9355.332123263925,89154.85489364306,422806.88515897456,212219.01576489306,207713.07078906044,933844.8813638813,157711.6652535095,1.0303954998006923
Belgium,2014,409499.6511310432,210561.93182392733,98720.71270388608,10423.496577039365,93533.48636377425,436706.7781699042,213928.26445278132,208631.7258395607,946496.1898144428,159784.5769384462,1.054613108478083
Belgium,2015,415538.0,213175.7,98372.2,10356.6,96205.3,439193.1,213609.7,208238.0,954209.486304286,161691.01261395778,1.0569264423470295
Belgium,2016,420498.6505716669,215637.66622503556,98055.3510967172,10255.459050983854,98900.5348643211,444765.1013298003,214233.47563668483,208338.09313509005,968284.897699857,164277.5126681957,1.0777523290119593
Belgium,2017,426697.7173871204,219917.3370799492,98636.39862966244,10474.132953539398,100291.67789368337,437926.59455714235,219710.8241271797,211256.78432580165,984060.1393826122,166519.4377832175,1.066506291120216
Belgium,2018,434709.03775744786,224151.1433193631,100642.75645452739,11588.442871874438,103352.00234624081,435388.2177084417,223452.19061314463,214500.90349192533,1.0012710365699405e6,169014.62440057896,1.0586614494469762
Belgium,2019,445328.29901264154,226475.69686330238,102230.70564085417,11738.419669146673,107908.4348092624,435055.21962456225,221343.10474545098,218274.02680636442,1.0253282723730021e6,173530.19928725946,1.0517741653483017
Belgium,2020,423985.3171084029,208630.72436208048,102760.950456669,11661.379240987759,101900.0905109756,472155.1668967535,209526.23446913942,211093.90285155285,934504.8419890528,192883.12666844568,1.218057746721354
Belgium,2021,450504.50017359725,220122.31925860644,107070.92558466647,12478.789982996377,107744.39370064721,489881.24170962087,223166.9470929146,218738.5270054928,992173.3953977713,205686.94687670752,1.221472149086093
Belgium,2022,468327.38164767134,236699.06719842475,109807.3489412118,12799.155639361223,112087.70670983031,484170.32389407116,229023.97917466253,224686.0346755219,1.0306125559518412e6,214593.0798569183,1.2390851415913264
Belgium,2023,476356.2532126053,240921.90897947885,111401.36807560001,13643.272310308013,115116.76090308804,488009.33138270525,232448.45992645604,230568.02815230712,1.0474538898773076e6,219053.91737599205,1.2954846206764772
Belgium,2024,481454.1305410881,245270.54403763014,114710.9048147602,14954.32070975604,116741.44046944495,500180.6990444995,239247.78589336583,234230.82595297787,1.0578275020646628e6,222188.47489618257,1.338440692731799
Bulgaria,1995,30500.609474170902,17464.37728552814,4635.99680551469,208.0618721365222,5084.065402883443,22171.40935647934,8007.2296246479755,9083.05661804884,24292.97631650792,6690.328498305242,0.3458816129210077
Bulgaria,1996,32087.876215969183,23597.310178233336,4402.950969511001,171.70464190115558,1428.47816151988,28626.362864790754,9191.42129659855,9653.326369393484,25634.957329078214,6594.0365597249465,0.27329325072738003
Bulgaria,1997,27558.664877741572,17949.946606062265,3346.567728156403,361.98351633306856,2668.053996330878,25491.908764820237,9167.876016538428,8643.246351414255,25131.917257481473,6495.580274240163,0.33782115502697546
Bulgaria,1998,28602.809706257984,15964.665815240527,5247.339293316304,1011.4942528735633,4174.3295019157085,19202.639421030224,10092.166879523202,9981.268624946786,25605.74306904623,6553.00444565977,0.3154025808180032
Bulgaria,1999,26201.477419222818,16967.198019194173,5137.203544169105,1076.3469684257914,4259.141787227077,19866.991344205937,10902.821829789847,9781.661175796517,26424.893015328325,7026.479238610407,0.37054399050326453
Bulgaria,2000,27403.499449652707,18110.41105249174,5421.8696625801795,1063.8782404068772,4584.962234789539,19313.584089270124,11808.365278779367,9712.301210764033,27621.666628382733,7668.98740540479,0.37137957576177294
Bulgaria,2001,28451.09473382942,19400.400686891815,5510.5180309101315,1099.7424155695478,5481.3609044075565,18370.420721236405,11753.005151688609,10140.9559244419,29308.954674391276,8363.036334828743,0.36096326331474415
Bulgaria,2002,30122.01637225334,20441.70616113744,5776.820336062043,1024.04136148212,5716.329168461871,15321.499353726842,11460.922016372255,10385.351141749248,31644.851266207497,9059.051172580042,0.29514292436907474
Bulgaria,2003,31699.26815284476,21407.20380425618,6374.995784290581,1027.6213281170956,6278.034467640215,13703.585039290412,12214.765100671142,10975.009274560723,34326.166407335,9713.424117422464,0.2563623854284696
Bulgaria,2004,33763.16547683837,22929.05848833115,6537.279508275443,1158.8820949515,7073.662643659763,12046.931523513782,13372.603002849186,11346.800268911868,37505.48253758236,10373.397702672857,0.22291156334742948
Bulgaria,2005,36145.87718770674,24718.981175196965,6561.767005473026,1328.5619775064654,9276.929091237143,9605.761712876647,13864.046430504603,12072.38226980213,41131.772183355686,11128.003071460816,0.17674491524507174
Bulgaria,2006,38604.54635080702,25703.07878651306,7005.577307681475,1605.306892763584,10592.236838398918,8057.519506492775,14024.534520154362,12535.280696318412,46268.325293287504,11982.14687436551,0.14819498066399125
Bulgaria,2007,41173.255209324154,28079.74736521706,6871.108067318545,2153.356415426955,11647.452726096715,6717.777016829636,15515.98625220358,13244.682874862077,52029.88514364685,13057.893357374576,0.12864904591756582
Bulgaria,2008,43697.294633848745,28554.869893709376,7493.958093807925,2432.9524390530046,14411.17811304817,5688.308031629086,16812.45453905535,14655.083413501021,58099.74968539206,14629.896297688916,0.1109588142842185
Bulgaria,2009,42234.55048253287,26464.0216716519,7069.812066143688,2086.6866075963653,11733.167785992437,5770.641684067949,14712.116936621705,14918.90061515887,65981.37595142321,16374.192253901152,0.1210501814649217
Bulgaria,2010,42891.3881172148,27353.481494757594,7078.143202795949,1967.4702034232457,9514.293395465544,6560.847746213818,13921.274307733665,15561.87830450757,72119.68955031811,17935.10013120351,0.1365542188560982
Bulgaria,2011,43787.96355920574,27269.6851017112,6940.324504639551,1492.2568590399983,9125.083131881473,6634.715873702879,13990.858132145384,15416.50392171352,75205.92908858725,19136.832478640914,0.1435325940997929
Bulgaria,2012,44115.657266947164,28767.317791257323,6966.371903156093,1499.4310055020203,9318.250629026028,7314.137164214944,14757.629224392638,16128.436152553168,78681.55982469645,19963.978997962353,0.15880302899281273
Bulgaria,2013,43876.64187123765,27222.66851676039,7495.279131151475,1805.719293486766,9294.217066071298,7456.990537396585,16247.82214061408,17336.178026311674,81144.7864345317,20514.619834399284,0.16290216605399443
Bulgaria,2014,44292.80294841307,27593.810803298435,7455.8613092848245,2330.2140276104883,9328.474216827779,11961.765341733839,16739.347519482795,18028.248762057712,83073.34451208026,21285.860603562454,0.2623293001694375
Bulgaria,2015,45797.8,28146.1,7368.5,3010.0,9553.3,11871.6,17643.8,18681.9,84852.91099538321,22634.600154275642,0.259217691679513
Bulgaria,2016,47183.71336765902,28268.650071619373,7355.406294762108,1256.3392822577523,8686.752351825327,13731.659633773374,16557.04386202625,19471.27482482289,85894.60009499043,24575.94313639173,0.30069909694146507
Bulgaria,2017,48479.45926479958,28932.93443031663,7555.333942768498,1109.1719992243552,8873.56067111739,12172.636361118037,17653.582278364127,20594.199285298764,87917.18144842018,24734.329011462145,0.27192134978229315
Bulgaria,2018,49609.41860156091,29322.21858029996,8175.544590416625,1527.776547398634,9341.442024042592,11008.920740944164,19259.675947662625,21849.259853122257,90151.64513438604,24744.969579369154,0.25050081920550854
Bulgaria,2019,51490.90847896876,30148.0895605274,8652.469140996409,1732.984425353606,9638.526845439936,10358.78061709593,19910.30484572602,22530.985216286488,92913.7573490089,25384.0948592553,0.23909269351944754
Bulgaria,2020,49877.83834343955,28712.343568571796,9638.91755902464,1656.0766352728679,9474.745194168494,12201.40949554896,18729.59940652819,22500.564443297637,87011.1539581124,23024.681371031627,0.30337521637984693
Bulgaria,2021,53782.36779616297,30919.075798122947,10161.697636726847,1457.5402359503976,8757.001243827974,12826.957144472502,20203.15856922091,23637.85760054276,95433.90563864022,25245.501508336074,0.31637878169458267
Bulgaria,2022,55978.65671253544,32160.406315844237,10232.61712145254,1322.1522773977056,9518.768046198269,12586.946908409855,21470.35871289962,23376.29737533491,101008.26160049971,26711.933640455663,0.34576035111728115
Bulgaria,2023,56920.075390349804,32552.19216108967,10505.271905051517,2172.6511269412113,10660.267720044081,13051.984416116195,20979.893899523693,24914.463265269256,104412.32926054804,27603.976055548832,0.3808023768653479
Bulgaria,2024,58847.966388253866,33469.74999017036,11626.777058185842,1859.9922486280634,10776.54142771284,14029.533850465925,21271.168828250942,26763.184353462562,109711.91609783222,28996.740460464593,0.42443607711456083
Cyprus,1995,11412.088159733177,6916.061958203752,1423.2057811631435,530.7913042171842,2876.008473430387,5606.436201379185,3673.1719775844713,4604.197653280449,43525.55713940596,12160.695351692433,0.32699537085308056
Cyprus,1996,11554.491403801658,7139.6772398441835,1526.081480830624,605.3949565064581,2780.9507073192162,5923.468939460504,3698.1226019974815,4741.821163928184,44320.68973731702,12433.185794667135,0.3500716611956756
Cyprus,1997,11859.812820657384,7254.1861645148565,1761.0080622427697,601.2854484974913,2912.1328296780744,6530.698539775611,3738.794610137002,4951.795681344083,44755.64887954234,12810.687889263547,0.39068070213802686
Cyprus,1998,12584.52611750471,7696.792201185222,2026.7018658306865,370.82869281854556,2476.8661744283577,7068.982111674847,4107.714941770133,5093.154037591607,45331.18009541091,13143.802832514402,0.4085334602189541
Cyprus,1999,13213.326529516034,7951.871944996509,2139.039587473814,424.88048557769775,2819.4660793898047,7497.179996777139,4277.407745608853,5305.768920878767,45541.96637162539,13138.971450652349,0.42252796731607667
Cyprus,2000,14001.580986691204,8516.593880803972,2133.2953205385725,483.6264206202133,2812.0828851711226,7909.339484494667,4848.315989995724,5563.129316935996,46160.02778351757,13205.789248170826,0.4359079168132091
Cyprus,2001,14554.93113224115,8810.306329812589,2342.7582227351413,489.60084297147444,2768.759878571966,8461.82794350084,5150.656062620738,5718.909154770567,46600.49548272172,13339.95704500705,0.4634580499702661
Cyprus,2002,15096.956369633666,9163.751311909642,2534.6094257584086,565.9953021140487,3162.4518966465093,9284.821830176421,5310.360337847968,6149.857564096157,46978.257311254936,13477.189492574467,0.49223166697012327
Cyprus,2003,15492.844160377474,9291.036242612454,2802.5132705015712,660.3353434682653,3142.9121679365426,9967.500812479688,5756.087579292001,6470.588235294118,47670.147392670835,13693.061265803983,0.5344983732023959
Cyprus,2004,16271.685073198067,9862.359616147936,2730.859931354923,722.7579443834785,3359.4060099465314,10694.039085666253,6074.038618692941,6712.040906862172,48248.37139708142,14027.989831834504,0.5629595188692782
Cyprus,2005,17061.419430957027,10358.261106321188,2858.1476607523714,634.5010663883469,3672.8002904206564,11001.61092707719,6723.918863729184,7349.911512456324,48943.29478176169,14426.751924809458,0.568399366725845
Cyprus,2006,17865.632620779048,10821.011929608716,3070.9405277149194,645.0337236636861,4480.304062218512,10673.484632115473,7144.4734934200405,7739.086495155656,50023.45415173979,14654.266355402244,0.5438654318179024
Cyprus,2007,18776.351041233043,11845.933800847504,3145.900711945094,636.6945253877273,4797.036942158464,10407.100238026622,8126.100739697077,8182.245135397654,52055.10593310704,14875.52169851751,0.5192755492581433
Cyprus,2008,19461.194320171173,12826.298385528107,3379.027221818405,694.4174285158529,5290.185198456167,9167.37476837396,8072.56421544037,8578.404774823655,54416.668146547374,15052.390418820267,0.46012592303848077
Cyprus,2009,19069.085933670965,11988.747753635025,3645.850351249795,878.9413494527037,4469.653651364155,10992.178565593855,7488.155530142133,9110.950008168598,57117.857730956945,15247.674950656294,0.5645420046585099
Cyprus,2010,19504.20429148418,12662.28364685956,3656.480822617986,936.8704837691298,4367.652512051634,11718.59810180499,7692.099539983364,9278.305054169714,58516.14783594254,15749.59266484967,0.5994963867921135
Cyprus,2011,19585.66342180272,12732.688305668154,3791.9539209594536,876.113264490931,3718.0814865224725,13687.013640263927,7637.561519266996,9420.066869840517,59535.95150604807,16226.487242350739,0.7085488860465
Cyprus,2012,18910.498287953593,12477.374797512923,3612.175414431629,646.7946417312522,2923.864859883794,15951.131502623843,7439.7873764465085,9124.382838796038,59749.09523082381,16661.844476706814,0.869596334776409
Cyprus,2013,17664.574500376984,11664.006580042498,3309.2130386675417,467.1634337638431,2487.099395850265,19126.283940583784,7195.746472529303,8197.538359101904,59140.956529869094,16761.928202047035,1.1057781210401154
Cyprus,2014,17350.932909884872,11741.76260420802,2962.286621675268,408.49543469630805,2308.4557364033344,19690.254069075032,7521.337832473203,7841.405319571258,58188.75552439817,16627.824516616074,1.1434486031985727
Cyprus,2015,17944.2,11890.7,2980.4,420.0,2302.8,20024.9,7595.4,7929.1,56866.898418618606,16469.937434073963,1.1159539015392161
Cyprus,2016,19123.76162936887,12332.411365350767,2961.7299471963793,497.0580839829017,3448.9313552929343,20447.372391249686,7665.174754840333,8279.507166205683,55512.21273018698,16255.188270578747,1.063064913378704
Cyprus,2017,20223.41696535245,12923.436877737953,3040.3225806451615,558.2437275985664,4205.396256471525,19511.350059737157,8219.235364396654,8801.274392672243,56486.24787792713,16431.020047730708,0.9690350564187392
Cyprus,2018,21491.869518084164,13744.35793830689,3161.722676653198,1061.8902138563124,3993.2985118754314,21646.397950133043,8787.227752044939,9414.802404651622,58990.649557221455,16827.419423574436,1.0219957822430505
Cyprus,2020,22021.693340420086,13330.577373570348,4228.921829169866,631.3116399929133,4584.539065729641,25017.520029921852,8888.659225575308,10405.815075099905,44072.759305533415,13071.488308228354,1.1541937128580113
Cyprus,2021,24531.811234237673,13701.757737867785,4608.043561329766,671.3794421092853,4714.272067252578,23668.322506687044,10090.466182651891,10897.974780282764,46949.91695341031,13995.307900635078,1.009953963995187
Cyprus,2022,26561.360439383217,15103.88760964421,4779.367625054879,633.2709141572067,5409.323453781437,21335.88983164742,10738.995260323803,11448.154751771779,48510.14288894125,14540.203177341755,0.8965354035364677
Cyprus,2023,27522.80189711784,15706.625488915095,5075.638665229971,855.6544462638826,6051.3477512026675,19581.71775705692,11656.075273834876,12249.22155383793,47857.93959598802,14431.372656414864,0.8385628791092259
Cyprus,2024,28607.324156882747,16104.094847091153,5266.202084858856,793.7108677587356,5878.41340101857,17954.79789045852,12135.869609932286,12604.4280624964,47240.7421045728,14339.864028501423,0.7628396098958303
Czechia,1995,106661.14180478822,51433.4714548803,21645.257826887664,5885.819521178638,35712.016574585636,14272.099447513814,43249.53959484347,41804.788213627995,257947.78072633888,55246.900098537015,0.05812613567691697
Czechia,1996,111107.41326233464,54097.470671436895,21744.5294949663,5124.59439221233,37957.81679008237,12862.550960978451,42721.524253265656,44724.3947083784,266393.86905785836,57938.12286251935,0.055656052268983076
Czechia,1997,110444.181996517,55767.7602738355,22310.78727705827,4778.309346037592,35692.69571831775,12651.48027303481,42187.88157815721,45192.4655203475,276746.8311650752,59915.350334046634,0.057226192324004166
Czechia,1998,110010.7880782593,54663.009690985564,21085.756079722072,4765.405010056684,33927.04333516183,15637.045163649662,41245.565916986656,43267.507771073324,285066.930622533,61573.21936317832,0.07773692152733569
Czechia,1999,111527.11504617451,55809.097011811245,22336.847070776712,4088.2123482773018,33475.878585554376,17191.06627719216,42162.127837146436,43238.02093727888,292772.0525546427,63390.93015617541,0.08495871157500196
Czechia,2000,115998.76101321586,57639.73017621145,22808.370044052863,5273.781662995595,36082.39262114538,19906.043502202643,42973.22411894273,45262.94052863437,298452.0787870093,64245.427798760466,0.09972347893165917
Czechia,2001,119384.48500447276,58610.46155777711,23425.194996782746,4891.005822439147,37009.3692619156,28754.688554434313,44583.71914185721,46629.4197962931,305269.1450023729,66147.06849364063,0.15347220368973033
Czechia,2002,121189.73014010629,59579.128994409555,25567.25791980123,4875.284698736973,35914.00372696529,30387.052246531857,46161.91593622749,48652.9091034578,313804.4158927524,67848.02681487359,0.18164823021348378
Czechia,2003,125190.81391421819,61726.049757964654,27663.092423730723,9520.432286389734,36620.229652144546,34519.16582235732,52674.63131824834,50614.516492176066,321087.9203977204,69478.2233275228,0.19594648547303675
Czechia,2004,131119.80824181033,63081.26701244532,27318.5000609401,6523.705699930934,37474.64214617499,38829.67918421516,52187.7496851428,52744.87764581612,325348.223595303,75471.91572781063,0.21867786709328793
Czechia,2005,139479.31535400744,65863.8287121834,28625.52895850439,7208.8675551064225,39786.26918461441,39645.8030695383,54775.4689572412,56447.16730878544,332017.5712620466,78237.2681197896,0.22501974518831938
Czechia,2006,148716.50986198004,68982.64004966809,29957.97316013181,7578.3227470270795,41865.299202445196,42271.59845264817,58418.9789388223,60157.95883280004,339413.95493632695,81410.3199836992,0.23807040679517336
Czechia,2007,156880.7391260151,71346.8945186758,30352.84683239775,7074.669347278538,46541.10710776285,44734.065983713015,62425.08781639314,63060.41541954211,348451.2820710719,85000.13508946344,0.25246056476178474
Czechia,2008,160978.08897685568,75404.4538157803,31177.605601583404,8124.881891330077,46531.8321514178,42070.15903643217,62658.06669783078,66232.65667425877,362439.51344661566,88429.62478506978,0.26275998347875407
Czechia,2009,153254.57700561668,73759.45948721109,32046.94575362721,9069.094045528756,41660.96787111481,51160.19262955776,59769.481152902285,62541.2520921254,373681.56138345855,92428.54588030641,0.32510872414710307
Czechia,2010,157414.06704891985,77268.69899041735,32286.512252168675,7858.263675749292,41749.25243513702,58285.18982719656,61473.71433646833,63999.940786941545,381800.2722522964,97692.66062732619,0.37518756174215284
Czechia,2011,160204.60185844285,78836.0684122434,31710.402277842975,6973.489293753247,41810.73125685373,60193.63589141769,64286.057831047154,65618.03805382943,389106.69267601776,101113.55650595935,0.39060113925623924
Czechia,2012,158969.6446079621,78693.85417374506,30930.465086930777,6507.236950676129,40338.69511615039,69679.26378224108,64304.21403123877,66289.59451719685,396603.9333916329,103527.67627578328,0.4515245673286541
Czechia,2013,158903.21430693363,78772.70116649833,31343.849642524707,5833.08577426574,39368.823401263544,66441.09084427544,65283.20757332699,66022.61699641535,402830.79580527,105291.95381807677,0.4222457065619742
Czechia,2014,162469.9823215034,78618.0116289764,31379.33148713966,6627.1880971602,40196.40503172933,67015.80845910954,65337.06659581643,66659.17289160936,408135.17839885503,106267.8519655779,0.40364994851926045
Czechia,2015,170527.3,80929.1,32265.3,8659.2,43785.4,67943.9,69969.5,69231.2,411367.7065455518,107500.46414768138,0.3984341510127704
Czechia,2016,174928.3768345197,83413.40285711495,33049.57475271211,5620.7829237093665,42523.94762281395,63410.961713097226,70075.08958998545,72205.13421409809,418427.7294512971,111272.39423366182,0.3712365093368032
Czechia,2017,183977.98683324605,88200.51245604847,34276.57664397396,6070.266327523004,43653.2131368295,64076.36343233335,73458.14318844916,77453.14954739282,425101.06909750664,111565.37508200857,0.3724396661765072
Czechia,2018,189185.59213149617,91219.88392184662,36418.14718000975,7751.1851490851095,47004.386159230875,59750.38766558859,77560.23215630678,82674.67103805768,431969.14645480074,112100.05872322725,0.3564293625126109
Czechia,2019,195931.7589785199,93124.22598966563,37949.5238501943,8406.115215441772,50495.62283810907,58498.27048725285,79656.4888756032,85825.42597258402,447709.732869343,116111.49115528252,0.3495742617587018
Czechia,2020,185537.21513870405,85694.109918984,39776.57442185578,8811.3725556248,47377.59175354971,68987.04754846642,75333.58036751949,83531.85898839499,447500.18749911565,120470.6830214129,0.44151034572099584
Czechia,2021,193012.89041966433,89383.25265379455,40351.72094555896,8788.080873065064,50640.676609733324,81011.61942271632,77346.59772946594,86088.07538110294,465461.607810677,126327.92237559012,0.5349725594777173
Czechia,2022,198507.8199035741,94565.49558336273,38898.22711960544,8996.589816486474,54962.40497485595,85981.30970415102,79244.64089314989,85352.88136296665,478641.69079014123,130956.17114792984,0.6261748280766948
Czechia,2023,198602.8057159928,92006.9458275244,38916.55048795061,9602.233120892253,55491.37373033261,81413.1896036646,79350.78918542124,85221.63164708225,478799.43303702766,132051.11663370774,0.6586422559762782
Czechia,2024,201051.6385427375,93310.43301657347,40165.92282426096,9396.171301055587,53254.456786099334,86825.08838352178,82099.5160845473,87556.79111400848,484631.0088922223,134724.35838990717,0.688946387127087
Denmark,2000,237292.57816668446,108103.99103617543,56700.058691708466,6583.208835769929,50921.99338384377,126918.01835449791,129706.40806744211,118518.167751574,359535.4555681284,202108.66227983625,0.4009729285892964
Denmark,2001,239546.13453358135,108351.95712408777,58249.06013814994,7192.902579579305,50936.60973293614,120255.87657565075,129647.73067266791,121650.77465429995,376728.4387077745,201375.7569824789,0.3859143883911868
Denmark,2002,240638.3409974791,109546.23190058146,59802.63241236905,6582.6777638429685,49540.531296317415,121116.4316750909,128379.3815477774,123117.2170916784,391555.1356920027,200746.90742228716,0.3973103355171551
Denmark,2003,241701.6575964851,110678.26651355535,60436.61690548705,6340.431374506965,50026.58644964801,116185.40616106646,129650.38194617804,124486.86903989215,405074.2481066161,199562.07075087226,0.3851156873545316
Denmark,2004,248412.68286711143,115220.7871702271,61797.514843606536,7004.9580706372035,51317.01046703801,114821.2034033176,136687.88639285057,125548.26467527698,418762.7607384036,198224.10168742074,0.37756405557671924
Denmark,2005,254274.17240639668,118416.31116089516,62234.562310827234,6887.795228675612,53835.88741390405,99965.44245573059,143046.307109321,127931.07557377439,432169.91769927426,197198.40208513208,0.3299155364703082
Denmark,2006,263977.9405750873,121822.00567843247,63913.67847920829,7704.9084557234155,61440.28882891093,87653.38193884585,145180.81016976875,132802.87894189538,447165.0892658464,195534.0470171346,0.28419003435122614
Denmark,2007,266584.9684373647,123349.28556778561,64848.22588363985,8048.585948360339,62643.171304209114,78515.1888060892,145989.60825869968,137905.24372735352,467822.7734468123,194860.7635985748,0.2584785646539178
Denmark,2008,265470.96139122825,122235.37132232307,66452.58667833314,7879.689379853438,60897.40785300229,94414.5247730504,142678.00503117137,139377.00973422287,486832.53280682105,194841.05420257736,0.325170028192968
Denmark,2009,252264.48291591546,118419.85794035232,70286.7258943893,7824.46727632122,50711.27571301345,108661.07695983666,135170.189195647,137974.9983708756,502288.67281820055,194255.54977345938,0.3966020061307961
Denmark,2010,256258.18472745645,119064.57249931575,70163.79981893592,8373.79202897025,46110.91226814325,118096.40608880561,138365.7915236752,134841.46367138976,508097.7762027854,193266.7438849112,0.43777918788940884
Denmark,2011,259616.3907665906,121230.14461210053,69017.85153715756,8548.8562878011,47113.93173304313,130058.80752568904,141554.94631982085,135784.7979406902,511116.3101929347,193246.18368049146,0.47875251494327004
Denmark,2012,259604.41826515718,121462.07009197914,68958.11427463072,9828.394091284952,48802.12746409139,126163.21447165594,142011.80109639946,134061.3738681258,512486.69709633285,193105.20517722462,0.4760539162849335
Denmark,2013,263218.59248065396,123391.00802239374,68445.9274434832,9581.537338106877,49502.32760981349,125715.67662958041,143813.32467874928,135206.34083509975,517957.58458039537,194872.65429084486,0.4709181020680004
Denmark,2014,266582.066335491,122625.62095438808,69021.12499372775,10216.869888102765,51541.67293893321,130024.38657233179,150698.178533795,136693.06036429323,520279.4448514285,194945.468560828,0.4860146887635961
Denmark,2015,272193.0,124804.3,69752.9,9833.2,53902.1,121199.6,145686.1,140355.5,523386.045478404,195724.0256149194,0.44527081886749476
Denmark,2016,280556.51084893,128441.78950193324,70205.64760607899,10509.795346340785,58874.4545716586,117139.42092655727,147724.45805047263,144340.16837459872,529388.71127398,196154.0171050147,0.4200679558046674
Denmark,2017,289133.2534428226,131929.06115553112,70921.36023417088,9709.840284462607,61384.10309804923,115996.11024890478,151188.82973498615,147413.21729564073,540357.7371522307,197837.98835094934,0.4084310559018872
Denmark,2018,294511.54007964075,136802.43422790556,72024.96844700565,10025.633750452505,64094.35568296334,113286.79470496728,151864.12155485328,151571.09452200882,550480.6785772414,197528.65700223797,0.39315708976527264
Denmark,2019,299550.69269827096,138988.96148655863,72716.03739696901,9662.825354601322,63964.25346834559,114748.6966399037,162027.90209993883,155194.3147286972,557540.5965800807,195801.75211949658,0.3945729483558702
Denmark,2020,294218.07247087214,133537.95105765242,72853.0221334037,10479.808453678217,65270.54032653369,133214.90516948834,158001.3008559255,153064.4583537574,581044.4790769514,175890.78954035355,0.48032297544873215
Denmark,2021,313344.10309767624,139655.7326177829,75296.53359618859,10004.745997846047,72715.34965226438,124180.85902561013,168528.1930525893,156883.43099136592,625011.2508999496,181628.4923098128,0.43421911775243177
Denmark,2022,314734.40459157934,133184.8292630482,69418.2786539527,9634.377300131495,72671.33653663256,104898.81488955233,152578.214808505,151929.8361686115,634007.1167944039,176712.79181588042,0.40300805425004876
Denmark,2023,316637.41527109017,136454.71393150603,72325.44363676367,10061.182523631009,74506.43558910393,104348.44420373865,160941.5169542443,162536.23985580218,644100.9070744539,172025.09090934848,0.38943471002764496
Denmark,2024,327650.4233396236,138083.1148444415,75244.5683939814,10410.06329219619,76447.53761627228,100091.34783988244,169684.12351163142,168457.60758838366,672981.536227487,172051.93465584578,0.3658515034962985
Finland,1995,137605.10460138752,67421.66637592087,30030.05864118839,5102.856912816521,26554.12568269347,75853.78618107647,75937.52096724413,66188.85951610954,373394.916370004,107488.39001841212,0.4107914467544398
Finland,1996,142645.34086546375,70734.38271266385,31499.616080732736,5718.340371853234,29276.860637305985,79133.16514013054,80330.17056984588,69037.73377941096,372990.6073922815,109032.73503568581,0.4045936561954205
Finland,1997,151770.58911219827,73070.78290802152,32306.983425713857,6661.96858610362,32433.018471587904,77866.21312119692,83287.21083088266,71274.4447004296,374956.8966208242,111216.99021260484,0.378575983239575
