DATAFLOW,LAST UPDATE,FREQ,REF_AREA,TRANSFORMATION,AGG_METHOD,UNIT,REFERENCE,ITEM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,COMMENT,UNIT_MULT
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1960,95.14641,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1961,94.75574,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1962,96.24017,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1963,97.93922,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1964,99.21826,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1965,98.93204,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1966,100.21388,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1967,100.95115,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1968,102.42318,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1969,104.06893,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1970,104.38437,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1971,104.71357,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1972,104.47514,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1973,104.8628,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1974,104.26759,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1975,104.20245,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1976,104.54385,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1977,103.72099,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1978,104.11202,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1979,104.11793,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1980,103.9997,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1981,103.78172,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1982,101.60367,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1983,102.33726,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1984,103.19228,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1985,103.45668,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1986,103.27737,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1987,104.36585,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1988,104.44912,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1989,104.52819,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1990,103.36309,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1991,102.80317,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1992,103.70652,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1993,104.52275,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1994,105.05904,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1995,105.61806,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1996,106.10092,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1997,106.75208,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1998,107.53901,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,1999,107.70457,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2000,107.54304,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2001,108.02337,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2002,107.76564,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2003,107.8213,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2004,107.35642,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2005,106.57535,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2006,106.282,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2007,105.72174,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2008,104.57935,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2009,103.73503,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2010,102.99383,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2011,102.58421,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2012,101.70569,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2013,101.12274,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2014,100.69746,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2015,100.76974,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2016,100.72759,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2017,100.84836,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2018,100.79477,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2019,99.94964,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2020,100.0,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2021,100.7927,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2022,101.26952,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Australia,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Capital share in total factor productivity: total economy,2023,100.83008,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1960,36.04496,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1961,37.29504,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1962,38.14202,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1963,39.4792,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1964,41.22181,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1965,42.33756,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1966,44.29102,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1967,45.82054,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1968,47.73984,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1969,49.92591,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1970,53.17627,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1971,54.63056,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1972,56.14535,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1973,57.49243,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1974,56.95593,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1975,58.54215,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1976,60.26092,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1977,61.63827,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1978,62.69376,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1979,63.91799,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1980,64.20529,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1981,65.82937,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1982,66.79632,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1983,68.33094,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1984,68.51069,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1985,69.63486,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1986,70.65543,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1987,71.40514,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1988,72.66635,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1989,73.52739,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1990,74.58632,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1991,75.35974,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1992,77.02091,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1993,77.63114,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1994,78.89827,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1995,81.21044,A,F,(2020 = 100),0
ECFIN:AMECO_CHAPTER08-02(1.0),17/11/25 07:59:29,Annual,Austria,Index numbers (and moving arithmetic mean for time periods),Standard aggregation,"Original units (e.g. national currency, persons, etc.)",No reference,Labour share in total factor productivity: total economy,1996,81.20481,A,F,(2020 = 100),0
